path,label
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00016.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00017.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00015.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00014.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00010.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00011.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00007.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00013.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00012.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00008.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00009.png,0
train/WIN_20180925_17_21_28_Pro_Left_Swipe_new/WIN_20180925_17_21_28_Pro_00018.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00008.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00009.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00007.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00013.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00012.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00006.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00010.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00004.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00005.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00011.png,0
train/WIN_20180925_17_24_49_Pro_Left_Swipe_new/WIN_20180925_17_24_49_Pro_00014.png,0
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00010.png,4
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00038.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00012.png,4
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00016.png,4
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00014.png,4
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00028.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00018.png,4
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00030.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00024.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00032.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00026.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00022.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00036.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00020.png,1
train/WIN_20180925_17_43_57_Pro_Left_Swipe_new/WIN_20180925_17_43_57_Pro_00034.png,1
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00038.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00012.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00016.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00014.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00028.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00040.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00018.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00030.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00024.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00032.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00026.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00022.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00036.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00020.png,3
train/WIN_20180925_18_07_19_Pro_Left_Swipe_new/WIN_20180925_18_07_19_Pro_00034.png,3
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00041.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00043.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00019.png,4
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00031.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00025.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00033.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00027.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00023.png,4
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00037.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00021.png,4
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00035.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00039.png,1
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00017.png,4
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00015.png,4
train/WIN_20180926_17_03_21_Pro_Left_Swipe_new/WIN_20180926_17_03_21_Pro_00029.png,1
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00014.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00028.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00016.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00012.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00038.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00020.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00034.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00022.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00036.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00032.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00026.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00018.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00030.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00024.png,4
train/WIN_20180926_17_22_54_Pro_Left_Swipe_new/WIN_20180926_17_22_54_Pro_00040.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00027.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00033.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00019.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00025.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00031.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00035.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00021.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00037.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00023.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00041.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00013.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00039.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00015.png,4
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00029.png,2
train/WIN_20180926_17_24_54_Pro_Left_Swipe_new/WIN_20180926_17_24_54_Pro_00017.png,4
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00049.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00059.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00017.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00015.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00029.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00011.png,4
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00039.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00013.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00023.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00037.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00021.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00035.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00019.png,3
train/WIN_20180926_17_43_30_Pro_Left_Swipe_new/WIN_20180926_17_43_30_Pro_00031.png,3
